Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 03/25  18:00:00,173,1.3721830072,0.4325,0.412
 03/25  19:00:00,4,1.6504151581,0.01,0.402
 03/25  20:00:00,0,1.8331864934,0,0.389
 03/25  21:00:00,0,1.8879076593,0,0.438
 03/25  22:00:00,0,1.7342547899,0,0.485
 03/25  23:00:00,0,1.4294165851,0,0.375
 03/25  24:00:00,0,1.1324086269,0,0.282
 03/26  01:00:00,0,0.8267014092,0,0.236
 03/26  02:00:00,0,0.7139479234,0,0.208
 03/26  03:00:00,0,0.6675473718,0,0.183
 03/26  04:00:00,0,0.6600974697,0,0.17
 03/26  05:00:00,0,0.664855241,0,0.147
 03/26  06:00:00,3,0.7231725198,0.0075,0.14
 03/26  07:00:00,167,0.8804130315,0.4175,0.117
 03/26  08:00:00,419,1.0931957118,1.0475,0.124
 03/26  09:00:00,647,1.0144985842,1.6175,0.139
 03/26  10:00:00,833,0.9186254031,2.0825,0.115
 03/26  11:00:00,965,0.9238301614,2.4125,0.098
 03/26  12:00:00,1034,0.9060799189,2.585,0.112
 03/26  13:00:00,1036,0.8664581468,2.59,0.134
 03/26  14:00:00,969,0.8240860713,2.4225,0.148
 03/26  15:00:00,839,0.8040858276,2.0975,0.159
 03/26  16:00:00,654,0.8374240824,1.635,0.199
 03/26  17:00:00,428,0.9988504472,1.07,0.223
 03/26  18:00:00,177,1.33402021,0.4425,0.24
 03/26  19:00:00,5,1.6213017527,0.0125,0.317
 03/26  20:00:00,0,1.8113406575,0,0.369
 03/26  21:00:00,0,1.8733854736,0,0.362
 03/26  22:00:00,0,1.7262281968,0,0.351
 03/26  23:00:00,0,1.4193653834,0,0.429
 03/26  24:00:00,0,1.1180890143,0,0.476
 03/27  01:00:00,0,0.797980207,0,0.485
 03/27  02:00:00,0,0.6850818371,0,0.479
 03/27  03:00:00,0,0.6381666667,0,0.402
 03/27  04:00:00,0,0.6300728591,0,0.314
 03/27  05:00:00,0,0.6284145089,0,0.273
 03/27  06:00:00,5,0.6807054637,0.0125,0.32
 03/27  07:00:00,175,0.8347898111,0.4375,0.323
 03/27  08:00:00,426,1.0342366574,1.065,0.356
 03/27  09:00:00,654,0.9537878293,1.635,0.49
 03/27  10:00:00,840,0.8559611091,2.1,0.675
 03/27  11:00:00,971,0.8489020046,2.4275,0.723
 03/27  12:00:00,1040,0.8423009086,2.6,0.705
 03/27  13:00:00,1041,0.8147593523,2.6025,0.746
 03/27  14:00:00,974,0.7768382519,2.435,0.832
 03/27  15:00:00,844,0.761833565,2.11,0.992
 03/27  16:00:00,659,0.7975653981,1.6475,1.04
 03/27  17:00:00,433,0.9598661659,1.0825,1.053
 03/27  18:00:00,182,1.2834645337,0.455,1.119
 03/27  19:00:00,6,1.5747967256,0.015,1.198
 03/27  20:00:00,0,1.7578094286,0,1.227
 03/27  21:00:00,0,1.8084033325,0,1.27
 03/27  22:00:00,0,1.648533228,0,1.296
 03/27  23:00:00,0,1.3481739019,0,1.315
 03/27  24:00:00,0,1.0607071378,0,1.322
 03/28  01:00:00,0,0.7604461212,0,1.336
 03/28  02:00:00,0,0.6528614781,0,1.279
 03/28  03:00:00,0,0.6147355783,0,0
 03/28  04:00:00,0,0.6185043583,0,1.27
 03/28  05:00:00,0,0.6254929887,0,1.303
 03/28  06:00:00,6,0.6857619091,0.015,1.337
 03/28  07:00:00,182,0.851361864,0.455,1.333
 03/28  08:00:00,434,1.0665437047,1.085,1.38
 03/28  09:00:00,660,1.0068844736,1.65,1.369
 03/28  10:00:00,846,0.9334515276,2.115,1.437
 03/28  11:00:00,977,0.9536837362,2.4425,1.44
 03/28  12:00:00,1046,0.9422286588,2.615,1.414
 03/28  13:00:00,1046,0.9090131803,2.615,1.479
 03/28  14:00:00,979,0.8815657791,2.4475,1.446
 03/28  15:00:00,848,0.873754945,2.12,1.484
 03/28  16:00:00,664,0.9192882513,1.66,1.504
 03/28  17:00:00,438,1.0819575539,1.095,1.589
 03/28  18:00:00,187,1.4235936542,0.4675,1.591
 03/28  19:00:00,7,1.6970753851,0.0175,1.572
 03/28  20:00:00,0,1.8748831912,0,1.588
 03/28  21:00:00,0,1.9225547662,0,1.574
 03/28  22:00:00,0,1.7594012573,0,1.587
 03/28  23:00:00,0,1.456532451,0,1.608
 03/28  24:00:00,0,1.1676553716,0,1.566
 03/29  01:00:00,0,0.8656791984,0,1.421
 03/29  02:00:00,0,0.7540715801,0,1.37
 03/29  03:00:00,0,0.710214716,0,1.251
 03/29  04:00:00,0,0.7057746304,0,1.264
 03/29  05:00:00,0,0.7060638887,0,1.207
 03/29  06:00:00,8,0.7605481107,0.02,1.229
 03/29  07:00:00,190,0.9234159397,0.475,1.213
 03/29  08:00:00,441,1.1164322794,1.1025,1.18
 03/29  09:00:00,667,1.0273029803,1.6675,1.074
 03/29  10:00:00,852,0.9210395802,2.13,1.054
 03/29  11:00:00,983,0.9272306976,2.4575,1.08
 03/29  12:00:00,1051,0.8961114652,2.6275,1.117
 03/29  13:00:00,1051,0.8560622335,2.6275,1.153
 03/29  14:00:00,984,0.8189351538,2.46,1.069
 03/29  15:00:00,853,0.8057609031,2.1325,1.108
 03/29  16:00:00,668,0.8439370965,1.67,1.199
 03/29  17:00:00,443,1.0077114257,1.1075,1.121
 03/29  18:00:00,192,1.348238822,0.48,1.015
 03/29  19:00:00,9,1.631061952,0.0225,0.955
 03/29  20:00:00,0,1.8168620159,0,1.14
 03/29  21:00:00,0,1.8728434459,0,1.275
 03/29  22:00:00,0,1.7190591793,0,1.375
 03/29  23:00:00,0,1.421661871,0,1.363
 03/29  24:00:00,0,1.1371964584,0,1.238
 03/30  01:00:00,0,0.8396246697,0,1.229
 03/30  02:00:00,0,0.7319224432,0,1.19
 03/30  03:00:00,0,0.692050539,0,1.054
 03/30  04:00:00,0,0.6907345067,0,0.991
 03/30  05:00:00,0,0.6934183009,0,0.986
 03/30  06:00:00,10,0.7489987408,0.025,0.966
 03/30  07:00:00,197,0.9138898089,0.4925,0.929
 03/30  08:00:00,448,1.1011662954,1.12,0.942
 03/30  09:00:00,674,1.00455521,1.685,0.915
 03/30  10:00:00,858,0.89062417,2.145,0.978
 03/30  11:00:00,989,0.8830619538,2.4725,0.964
 03/30  12:00:00,1056,0.8579971612,2.64,0.981
 03/30  13:00:00,1056,0.8195560049,2.64,0.998
 03/30  14:00:00,988,0.783342804,2.47,1.04
 03/30  15:00:00,858,0.7709291108,2.145,1.077
 03/30  16:00:00,673,0.8076995351,1.6825,1.03
 03/30  17:00:00,447,0.9697973332,1.1175,0.983
 03/30  18:00:00,197,1.2998345497,0.4925,0.945
 03/30  19:00:00,10,1.5847671972,0.025,0.906
 03/30  20:00:00,0,1.7686278403,0,0.97
 03/30  21:00:00,0,1.8226045296,0,1.058
 03/30  22:00:00,0,1.6669166892,0,1.061
 03/30  23:00:00,0,1.3730671168,0,1.011
 03/30  24:00:00,0,1.0930740363,0,0.955
 03/31  01:00:00,0,0.8010142727,0,0.923
 03/31  02:00:00,0,0.6928683001,0,0.875
 03/31  03:00:00,0,0.651343679,0,0.682
 03/31  04:00:00,0,0.6472850147,0,0.529
 03/31  05:00:00,0,0.6492063286,0,0.397
 03/31  06:00:00,12,0.7050706023,0.03,0.42
 03/31  07:00:00,204,0.8546016903,0.51,0.451
 03/31  08:00:00,455,1.0665162225,1.1375,0.383
 03/31  09:00:00,680,0.9882822597,1.7,0.253
 03/31  10:00:00,865,0.8957319939,2.1625,0.171
 03/31  11:00:00,995,0.9096433211,2.4875,0.158
 03/31  12:00:00,1062,0.8900541909,2.655,0.133
 03/31  13:00:00,1061,0.8614005432,2.6525,0.095
 03/31  14:00:00,993,0.8323667813,2.4825,0.097
 03/31  15:00:00,862,0.8237353111,2.155,0.107
 03/31  16:00:00,678,0.8630581308,1.695,0.115
 03/31  17:00:00,452,1.0249602889,1.13,0.101
 03/31  18:00:00,201,1.3607330222,0.5025,0.098
 03/31  19:00:00,11,1.6388596145,0.0275,0.088
 03/31  20:00:00,0,1.8175566759,0,0.082
 03/31  21:00:00,0,1.8654188621,0,0.109
 03/31  22:00:00,0,1.7060198195,0,0.133
 03/31  23:00:00,0,1.4081479615,0,0.136
 03/31  24:00:00,0,1.125104979,0,0.164
 04/01  01:00:00,0,0.8360782681,0,0.215
 04/01  02:00:00,0,0.7333913174,0,0.229
 04/01  03:00:00,0,0.6918244367,0,0.217
 04/01  04:00:00,0,0.6943508266,0,0.178
 04/01  05:00:00,0,0.70686176,0,0.157
 04/01  06:00:00,14,0.7706078377,0.035,0.158
 04/01  07:00:00,211,0.9390870471,0.5275,0.135
 04/01  08:00:00,462,1.1462969089,1.155,0.122
 04/01  09:00:00,687,1.0602473308,1.7175,0.087
 04/01  10:00:00,871,0.9464179873,2.1775,0.044
 04/01  11:00:00,1000,0.9497803197,2.5,0.013
 04/01  12:00:00,1067,0.9270027403,2.6675,0.009
 04/01  13:00:00,1066,0.8896152306,2.665,0.018
 04/01  14:00:00,998,0.8482012055,2.495,0.034
 04/01  15:00:00,867,0.8297860117,2.1675,0.037
 04/01  16:00:00,682,0.8570515205,1.705,0.034
 04/01  17:00:00,456,0.9756240961,1.14,0.037
 04/01  18:00:00,206,1.2022710472,0.515,0.063
 04/01  19:00:00,13,1.3428620511,0.0325,0.103
 04/01  20:00:00,0,1.4794124622,0,0.167
 04/01  21:00:00,0,1.7451057034,0,0.331
 04/01  22:00:00,0,1.7836048246,0,0.456
 04/01  23:00:00,0,1.482365018,0,0.479
 04/01  24:00:00,0,1.1831524092,0,0.497
 04/02  01:00:00,0,0.7651006951,0,0.542
 04/02  02:00:00,0,0.7261000852,0,0.622
 04/02  03:00:00,0,0.7237296053,0,0.669
 04/02  04:00:00,0,0.7284503191,0,0.68
 04/02  05:00:00,0,0.7814307788,0,0.667
 04/02  06:00:00,17,0.9430910855,0.0425,0.7
 04/02  07:00:00,219,1.1810070616,0.5475,0.692
 04/02  08:00:00,469,1.1163372885,1.1725,0.668
 04/02  09:00:00,693,1.0082919625,1.7325,0.513
 04/02  10:00:00,877,1.0168220153,2.1925,0.4
 04/02  11:00:00,1006,0.9857297403,2.515,0.291
 04/02  12:00:00,1072,0.9312354706,2.68,0.245
 04/02  13:00:00,1071,0.8872481967,2.6775,0.237
 04/02  14:00:00,1002,0.8628249835,2.505,0.241
 04/02  15:00:00,871,0.8885563418,2.1775,0.253
 04/02  16:00:00,686,0.9997434499,1.715,0.266
 04/02  17:00:00,461,1.2151832559,1.1525,0.255
 04/02  18:00:00,211,1.3349543078,0.5275,0.213
 04/02  19:00:00,14,1.459971349,0.035,0.146
 04/02  20:00:00,0,1.713540179,0,0.132
 04/02  21:00:00,0,1.7612022327,0,0.145
 04/02  22:00:00,0,1.4615625422,0,0.163
 04/02  23:00:00,0,1.1543916095,0,0.133
 04/02  24:00:00,0,0.8482531016,0,0.119
 04/03  01:00:00,0,0.7338670091,0,0.138
 04/03  02:00:00,0,0.6867612274,0,0.177
 04/03  03:00:00,0,0.6744683683,0,0.235
 04/03  04:00:00,0,0.6680748169,0,0.282
 04/03  05:00:00,0,0.7162355667,0,0.302
 04/03  06:00:00,19,0.8772167627,0.0475,0.339
 04/03  07:00:00,226,1.0948631312,0.565,0.415
 04/03  08:00:00,476,1.0160623008,1.19,0.42
 04/03  09:00:00,700,0.9050272307,1.75,0.35
 04/03  10:00:00,883,0.9172007606,2.2075,0.301
 04/03  11:00:00,1011,0.9059877243,2.5275,0.299
 04/03  12:00:00,1077,0.8796746319,2.6925,0.333
 04/03  13:00:00,1076,0.8417530404,2.69,0.36
 04/03  14:00:00,1007,0.8259148573,2.5175,0.395
 04/03  15:00:00,876,0.8591825883,2.19,0.41
 04/03  16:00:00,691,0.9874035813,1.7275,0.447
 04/03  17:00:00,465,1.2224687673,1.1625,0.435
 04/03  18:00:00,215,1.3342291928,0.5375,0.406
 04/03  19:00:00,16,1.4542273206,0.04,0.363
 04/03  20:00:00,0,1.7093020796,0,0.308
 04/03  21:00:00,0,1.7427245865,0,0.296
 04/03  22:00:00,0,1.4434811798,0,0.292
 04/03  23:00:00,0,1.1587418503,0,0.277
 04/03  24:00:00,0,0.8679311182,0,0.255
 04/04  01:00:00,0,0.7558534967,0,0.2
 04/04  02:00:00,0,0.7058739311,0,0.182
 04/04  03:00:00,0,0.6959359456,0,0.154
 04/04  04:00:00,0,0.6932980045,0,0.109
 04/04  05:00:00,0,0.74476246,0,0.102
 04/04  06:00:00,22,0.9000790566,0.055,0.079
 04/04  07:00:00,233,1.1483109597,0.5825,0.062
 04/04  08:00:00,482,1.0620510349,1.205,0.083
 04/04  09:00:00,706,0.956968081,1.765,0.072
 04/04  10:00:00,889,0.971719286,2.2225,0.048
 04/04  11:00:00,1017,0.9448149063,2.5425,0.044
 04/04  12:00:00,1082,0.9008907022,2.705,0.036
 04/04  13:00:00,1080,0.8595172363,2.7,0.037
 04/04  14:00:00,1011,0.8341911985,2.5275,0.04
 04/04  15:00:00,880,0.850142723,2.2,0.042
 04/04  16:00:00,695,0.9627989866,1.7375,0.045
 04/04  17:00:00,470,1.1800074652,1.175,0.053
 04/04  18:00:00,220,1.2941965833,0.55,0.06
 04/04  19:00:00,17,1.4224110922,0.0425,0.083
 04/04  20:00:00,0,1.6797029297,0,0.175
 04/04  21:00:00,0,1.72074644,0,0.278
 04/04  22:00:00,0,1.4212780037,0,0.367
 04/04  23:00:00,0,1.1421744647,0,0.479
 04/04  24:00:00,0,0.856352284,0,0.51
 04/05  01:00:00,0,0.7587406858,0,0.494
 04/05  02:00:00,0,0.7188150194,0,0.514
 04/05  03:00:00,0,0.7140553055,0,0.561
 04/05  04:00:00,0,0.7202262779,0,0.559
 04/05  05:00:00,0,0.7807489715,0,0.553
 04/05  06:00:00,25,0.9576168928,0.0625,0.56
 04/05  07:00:00,240,1.1611495139,0.6,0.488
 04/05  08:00:00,489,1.0675418885,1.2225,0.479
 04/05  09:00:00,712,0.9452548552,1.78,0.469
 04/05  10:00:00,894,0.9433440735,2.235,0.474
 04/05  11:00:00,1022,0.9088292397,2.555,0.464
 04/05  12:00:00,1087,0.870398293,2.7175,0.426
 04/05  13:00:00,1085,0.8324720584,2.7125,0.407
 04/05  14:00:00,1016,0.8007650705,2.54,0.412
 04/05  15:00:00,884,0.8146036778,2.21,0.381
 04/05  16:00:00,699,0.9250460497,1.7475,0.37
 04/05  17:00:00,474,1.1320309808,1.185,0.313
 04/05  18:00:00,224,1.2506252417,0.56,0.251
 04/05  19:00:00,19,1.3689897326,0.0475,0.238
 04/05  20:00:00,0,1.620793166,0,0.216
 04/05  21:00:00,0,1.6512257873,0,0.202
 04/05  22:00:00,0,1.3525256312,0,0.184
 04/05  23:00:00,0,1.0635745981,0,0.192
 04/05  24:00:00,0,0.7678141508,0,0.154
 04/06  01:00:00,0,0.6615698611,0,0.094
 04/06  02:00:00,0,0.6130822438,0,0.071
 04/06  03:00:00,0,0.608178381,0,0.062
 04/06  04:00:00,0,0.6100190026,0,0.05
 04/06  05:00:00,0,0.6653932717,0,0.035
 04/06  06:00:00,29,0.8353807949,0.0725,0.023
 04/06  07:00:00,247,1.0699047578,0.6175,0.043
 04/06  08:00:00,496,0.9894180855,1.24,0.06
 04/06  09:00:00,719,0.8882021013,1.7975,0.08
 04/06  10:00:00,900,0.913823743,2.25,0.094
 04/06  11:00:00,1027,0.9072218004,2.5675,0.121
 04/06  12:00:00,1092,0.8869348456,2.73,0.129
 04/06  13:00:00,1090,0.8673854374,2.725,0.137
 04/06  14:00:00,1020,0.8646932705,2.55,0.142
 04/06  15:00:00,888,0.8942301758,2.22,0.174
 04/06  16:00:00,704,1.018877335,1.76,0.21
 04/06  17:00:00,478,1.2503006041,1.195,0.223
 04/06  18:00:00,229,1.3609770502,0.5725,0.199
 04/06  19:00:00,21,1.4776172994,0.0525,0.15
 04/06  20:00:00,0,1.7249414115,0,0.158
 04/06  21:00:00,0,1.7534808821,0,0.157
 04/06  22:00:00,0,1.452910098,0,0.148
 04/06  23:00:00,0,1.1557851241,0,0.118
 04/06  24:00:00,0,0.8605733339,0,0.099
 04/07  01:00:00,0,0.7505214648,0,0.036
 04/07  02:00:00,0,0.7059266323,0,0.044
 04/07  03:00:00,0,0.6982467642,0,0.027
 04/07  04:00:00,0,0.6951897717,0,0.021
 04/07  05:00:00,0,0.7453303437,0,0.039
 04/07  06:00:00,32,0.902954111,0.08,0.068
 04/07  07:00:00,254,1.1464662307,0.635,0.11
 04/07  08:00:00,502,1.0610752359,1.255,0.116
 04/07  09:00:00,725,0.9555499296,1.8125,0.096
 04/07  10:00:00,906,0.9819001182,2.265,0.089
 04/07  11:00:00,1033,0.9729180709,2.5825,0.114
 04/07  12:00:00,1097,0.9504241843,2.7425,0.165
 04/07  13:00:00,1094,0.9268095146,2.735,0.282
 04/07  14:00:00,1024,0.9170676297,2.56,0.362
 04/07  15:00:00,893,0.9407518816,2.2325,0.415
 04/07  16:00:00,708,1.0580107205,1.77,0.383
 04/07  17:00:00,483,1.2623380789,1.2075,0.385
 04/07  18:00:00,234,1.3828261769,0.585,0.416
 04/07  19:00:00,23,1.4961368094,0.0575,0.47
 04/07  20:00:00,0,1.7412186713,0,0.462
 04/07  21:00:00,0,1.7698646342,0,0.43
 04/07  22:00:00,0,1.4654057405,0,0.413
 04/07  23:00:00,0,1.1704684746,0,0.421
 04/07  24:00:00,0,0.8735272594,0,0.441
 04/08  01:00:00,0,0.7697272255,0,0.424
 04/08  02:00:00,0,0.7210204878,0,0.378
 04/08  03:00:00,0,0.7108252698,0,0.381
 04/08  04:00:00,0,0.7125578347,0,0.445
 04/08  05:00:00,0,0.7682159113,0,0.451
 04/08  06:00:00,36,0.9326531864,0.09,0.426
 04/08  07:00:00,261,1.1650604611,0.6525,0.476
 04/08  08:00:00,509,1.0966405319,1.2725,0.579
 04/08  09:00:00,731,0.9876976918,1.8275,0.55
 04/08  10:00:00,911,0.9943924816,2.2775,0.479
 04/08  11:00:00,1038,0.9668312031,2.595,0.401
 04/08  12:00:00,1102,0.9182035541,2.755,0.342
 04/08  13:00:00,1098,0.8749002885,2.745,0.346
 04/08  14:00:00,1029,0.8474333875,2.5725,0.331
 04/08  15:00:00,897,0.8690432506,2.2425,0.287
 04/08  16:00:00,712,0.9810096197,1.78,0.307
 04/08  17:00:00,487,1.2019634911,1.2175,0.292
 04/08  18:00:00,238,1.3158446234,0.595,0.273
 04/08  19:00:00,25,1.4408325937,0.0625,0.339
 04/08  20:00:00,0,1.7054881949,0,0.432
 04/08  21:00:00,0,1.7517418638,0,0.538
 04/08  22:00:00,0,1.4552378914,0,0.652
 04/08  23:00:00,0,1.1596594984,0,0.678
 04/08  24:00:00,0,0.8629574328,0,0.77
 04/09  01:00:00,0,0.7602951675,0,0.846
 04/09  02:00:00,0,0.7120493335,0,0.828
 04/09  03:00:00,0,0.7031563658,0,0.821
 04/09  04:00:00,0,0.7034705447,0,0.841
 04/09  05:00:00,0,0.7603734015,0,0.841
 04/09  06:00:00,39,0.9420804789,0.0975,0.907
 04/09  07:00:00,267,1.1589138544,0.6675,0.882
 04/09  08:00:00,515,1.0831172104,1.2875,0.836
 04/09  09:00:00,737,0.9666708043,1.8425,0.674
 04/09  10:00:00,917,0.97063309,2.2925,0.644
 04/09  11:00:00,1043,0.9564092583,2.6075,0.644
 04/09  12:00:00,1106,0.9150855829,2.765,0.658
 04/09  13:00:00,1103,0.8692189839,2.7575,0.666
 04/09  14:00:00,1033,0.8479461357,2.5825,0.658
 04/09  15:00:00,901,0.8667786527,2.2525,0.653
 04/09  16:00:00,716,0.9774484638,1.79,0.616
 04/09  17:00:00,491,1.1912217061,1.2275,0.514
 04/09  18:00:00,243,1.3058778599,0.6075,0.468
 04/09  19:00:00,27,1.4294860655,0.0675,0.424
 04/09  20:00:00,0,1.6793523379,0,0.451
 04/09  21:00:00,0,1.712862694,0,0.568
 04/09  22:00:00,0,1.4023015238,0,0.66
 04/09  23:00:00,0,1.0948108443,0,0.659
 04/09  24:00:00,0,0.7883165381,0,0.742
 04/10  01:00:00,0,0.671117202,0,0.672
 04/10  02:00:00,0,0.6183093514,0,0.587
 04/10  03:00:00,0,0.6095580495,0,0.655
 04/10  04:00:00,0,0.6078814028,0,0.624
 04/10  05:00:00,0,0.6611893598,0,0.669
 04/10  06:00:00,43,0.8278021227,0.1075,0.672
 04/10  07:00:00,274,1.060484932,0.685,0.627
 04/10  08:00:00,521,0.9819557381,1.3025,0.525
 04/10  09:00:00,743,0.8789871021,1.8575,0.338
 04/10  10:00:00,922,0.8990844039,2.305,0.255
 04/10  11:00:00,1048,0.8939765963,2.62,0.238
 04/10  12:00:00,1111,0.8705741681,2.7775,0.227
 04/10  13:00:00,1107,0.8518971049,2.7675,0.267
 04/10  14:00:00,1037,0.8356599705,2.5925,0.299
 04/10  15:00:00,905,0.8594551203,2.2625,0.31
 04/10  16:00:00,720,0.97179943,1.8,0.339
 04/10  17:00:00,496,1.1927142984,1.24,0.399
 04/10  18:00:00,247,1.3033762443,0.6175,0.45
 04/10  19:00:00,29,1.4218106924,0.0725,0.457
 04/10  20:00:00,0,1.6709679025,0,0.455
 04/10  21:00:00,0,1.703344406,0,0.571
 04/10  22:00:00,0,1.4016708335,0,0.698
 04/10  23:00:00,0,1.1135541573,0,0.754
 04/10  24:00:00,0,0.8190665072,0,0.715
 04/11  01:00:00,0,0.7125489814,0,0.716
 04/11  02:00:00,0,0.6643403571,0,0.625
 04/11  03:00:00,0,0.6586915138,0,0.592
 04/11  04:00:00,0,0.6676445032,0,0.514
 04/11  05:00:00,0,0.7264892032,0,0.523
 04/11  06:00:00,47,0.881832773,0.1175,0.54
 04/11  07:00:00,281,1.1049369672,0.7025,0.471
 04/11  08:00:00,528,1.0307796288,1.32,0.317
 04/11  09:00:00,748,0.9139313692,1.87,0.165
 04/11  10:00:00,927,0.922552428,2.3175,0.084
 04/11  11:00:00,1052,0.9033121602,2.63,0.063
 04/11  12:00:00,1115,0.8641494088,2.7875,0.071
 04/11  13:00:00,1111,0.8308434953,2.7775,0.069
 04/11  14:00:00,1041,0.8076262697,2.6025,0.056
 04/11  15:00:00,909,0.825972884,2.2725,0.052
 04/11  16:00:00,724,0.9399821487,1.81,0.058
 04/11  17:00:00,500,1.1607645028,1.25,0.056
 04/11  18:00:00,252,1.2774766974,0.63,0.054
 04/11  19:00:00,32,1.4000836333,0.08,0.068
 04/11  20:00:00,0,1.6516520246,0,0.127
 04/11  21:00:00,0,1.686419573,0,0.166
 04/11  22:00:00,0,1.3866009811,0,0.157
 04/11  23:00:00,0,1.0967144824,0,0.148
 04/11  24:00:00,0,0.8055358578,0,0.137
 04/12  01:00:00,0,0.7079919425,0,0.112
 04/12  02:00:00,0,0.6704271095,0,0.091
 04/12  03:00:00,0,0.6699151604,0,0.068
 04/12  04:00:00,0,0.6768709241,0,0.078
 04/12  05:00:00,0,0.7360311345,0,0.075
 04/12  06:00:00,52,0.9087066607,0.13,0.079
 04/12  07:00:00,287,1.1193313173,0.7175,0.103
 04/12  08:00:00,534,1.038746733,1.335,0.107
 04/12  09:00:00,754,0.9241606156,1.885,0.085
 04/12  10:00:00,932,0.9328452995,2.33,0.056
 04/12  11:00:00,1057,0.9112303539,2.6425,0.092
 04/12  12:00:00,1119,0.8793847289,2.7975,0.112
 04/12  13:00:00,1115,0.8482401768,2.7875,0.12
 04/12  14:00:00,1044,0.834572934,2.61,0.17
 04/12  15:00:00,912,0.8641890088,2.28,0.233
 04/12  16:00:00,728,0.9812993007,1.82,0.207
 04/12  17:00:00,504,1.2136238311,1.26,0.203
 04/12  18:00:00,256,1.3207059681,0.64,0.185
 04/12  19:00:00,34,1.4378468588,0.085,0.161
 04/12  20:00:00,0,1.6862531271,0,0.224
 04/12  21:00:00,0,1.7140112687,0,0.354
 04/12  22:00:00,0,1.4098329645,0,0.367
 04/12  23:00:00,0,1.11454518,0,0.35
 04/12  24:00:00,0,0.8156537158,0,0.338
 04/13  01:00:00,0,0.7050815574,0,0.404
 04/13  02:00:00,0,0.6541679573,0,0.369
 04/13  03:00:00,0,0.645752323,0,0.327
 04/13  04:00:00,0,0.6450295983,0,0.337
 04/13  05:00:00,0,0.6969150031,0,0.371
 04/13  06:00:00,56,0.8521067823,0.14,0.438
 04/13  07:00:00,294,1.095222511,0.735,0.47
 04/13  08:00:00,540,1.0141598201,1.35,0.413
 04/13  09:00:00,760,0.9092980084,1.9,0.242
 04/13  10:00:00,938,0.9308304205,2.345,0.185
 04/13  11:00:00,1062,0.9229468814,2.655,0.166
 04/13  12:00:00,1124,0.8989891202,2.81,0.171
 04/13  13:00:00,1119,0.8748479685,2.7975,0.176
 04/13  14:00:00,1048,0.8617329032,2.62,0.188
 04/13  15:00:00,916,0.8829674166,2.29,0.236
 04/13  16:00:00,732,0.9943325538,1.83,0.227
 04/13  17:00:00,508,1.1942502834,1.27,0.281
 04/13  18:00:00,260,1.3156587046,0.65,0.252
 04/13  19:00:00,36,1.4291859533,0.09,0.232
 04/13  20:00:00,0,1.6721599854,0,0.248
 04/13  21:00:00,0,1.6963231157,0,0.233
 04/13  22:00:00,0,1.3860713167,0,0.311
 04/13  23:00:00,0,1.0918190502,0,0.306
 04/13  24:00:00,0,0.7963383604,0,0.296
 04/14  01:00:00,0,0.6948495027,0,0.282
 04/14  02:00:00,0,0.6446321592,0,0.282
 04/14  03:00:00,0,0.6405225351,0,0.298
 04/14  04:00:00,0,0.6405545879,0,0.296
 04/14  05:00:00,0,0.6937157115,0,0.326
 04/14  06:00:00,60,0.8556837693,0.15,0.323
 04/14  07:00:00,300,1.0740964419,0.75,0.335
 04/14  08:00:00,546,0.9963126937,1.365,0.298
 04/14  09:00:00,765,0.888342648,1.9125,0.213
 04/14  10:00:00,943,0.8991253881,2.3575,0.135
 04/14  11:00:00,1066,0.8879759924,2.665,0.133
 04/14  12:00:00,1128,0.8599155166,2.82,0.165
 04/14  13:00:00,1123,0.8289326108,2.8075,0.201
 04/14  14:00:00,1052,0.8158017683,2.63,0.226
 04/14  15:00:00,920,0.8361803043,2.3,0.262
 04/14  16:00:00,736,0.9423168959,1.84,0.284
 04/14  17:00:00,512,1.1450701569,1.28,0.261
 04/14  18:00:00,265,1.262635565,0.6625,0.25
 04/14  19:00:00,39,1.3834415493,0.0975,0.199
 04/14  20:00:00,0,1.635519148,0,0.199
 04/14  21:00:00,0,1.673373732,0,0.22
 04/14  22:00:00,0,1.3766286733,0,0.23
 04/14  23:00:00,0,1.094523113,0,0.21
 04/14  24:00:00,0,0.8076232111,0,0.202
 04/15  01:00:00,0,0.71087861,0,0.197
 04/15  02:00:00,0,0.6654099231,0,0.17
 04/15  03:00:00,0,0.6625516873,0,0.165
 04/15  04:00:00,0,0.6663940007,0,0.179
 04/15  05:00:00,0,0.7278652073,0,0.203
 04/15  06:00:00,65,0.8929204532,0.1625,0.258
 04/15  07:00:00,307,1.1243714619,0.7675,0.314
 04/15  08:00:00,552,1.0487239559,1.38,0.275
 04/15  09:00:00,770,0.9340635778,1.925,0.272
 04/15  10:00:00,947,0.9237556339,2.3675,0.319
 04/15  11:00:00,1071,0.9035827036,2.6775,0.37
 04/15  12:00:00,1132,0.8564930108,2.83,0.424
 04/15  13:00:00,1127,0.8077940606,2.8175,0.451
 04/15  14:00:00,1056,0.7743511075,2.64,0.538
 04/15  15:00:00,924,0.7996288536,2.31,0.623
 04/15  16:00:00,739,0.9151976466,1.8475,0.653
 04/15  17:00:00,516,1.1194397012,1.29,0.651
 04/15  18:00:00,269,1.2455491368,0.6725,0.702
 04/15  19:00:00,41,1.3622545386,0.1025,0.763
 04/15  20:00:00,0,1.6097666596,0,0.742
